KO.y,cluster,KO,Description,Category,Family,KO.y,Name,Pathway
ko01220,NVE13938,K00002,AKR1A1; alcohol dehydrogenase (NADP+) [EC:1.1.1.2],Metabolism,Overview,ko01220,"AKR1A1, adh, alcohol dehydrogenase (NADP+)",01220 Degradation of aromatic compounds
ko00260,NVE21878,K00049,GRHPR; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],Metabolism,Amino acid metabolism,ko00260,"GRHPR, glyoxylate/hydroxypyruvate reductase","00260 Glycine, serine and threonine metabolism"
ko01200,NVE4032,K00058,serA; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399],Metabolism,Overview,ko01200,"serA, PHGDH, D-3-phosphoglycerate dehydrogenase",01200 Carbon metabolism
ko01230,NVE4032,K00058,serA; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399],Metabolism,Overview,ko01230,"serA, PHGDH, D-3-phosphoglycerate dehydrogenase",01230 Biosynthesis of amino acids
ko00680,NVE4032,K00058,serA; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399],Metabolism,Energy metabolism,ko00680,"serA, PHGDH, D-3-phosphoglycerate dehydrogenase",00680 Methane metabolism
ko00260,NVE4032,K00058,serA; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399],Metabolism,Amino acid metabolism,ko00260,"serA, PHGDH, D-3-phosphoglycerate dehydrogenase","00260 Glycine, serine and threonine metabolism"
ko05202,NVE4610,K00069,HPGD; 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141],Human Diseases,Cancers,ko05202,"HPGD, 15-hydroxyprostaglandin dehydrogenase (NAD)",05202 Transcriptional misregulation in cancers
ko05202,NVE10632,K00069,HPGD; 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141],Human Diseases,Cancers,ko05202,"HPGD, 15-hydroxyprostaglandin dehydrogenase (NAD)",05202 Transcriptional misregulation in cancers
ko00790,NVE8941,K00072,SPR; sepiapterin reductase [EC:1.1.1.153],Metabolism,Metabolism of cofactors and vitamins,ko00790,"SPR, sepiapterin reductase",00790 Folate biosynthesis
ko00650,NVE23208,K00074,paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],Metabolism,Carbohydrate metabolism,ko00650,"paaH, hbd, fadB, mmgB, 3-hydroxybutyryl-CoA dehydrogenase",00650 Butanoate metabolism
ko00360,NVE23208,K00074,paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],Metabolism,Amino acid metabolism,ko00360,"paaH, hbd, fadB, mmgB, 3-hydroxybutyryl-CoA dehydrogenase",00360 Phenylalanine metabolism
ko00362,NVE23208,K00074,paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],Metabolism,Xenobiotics biodegradation and metabolism,ko00362,"paaH, hbd, fadB, mmgB, 3-hydroxybutyryl-CoA dehydrogenase",00362 Benzoate degradation
ko00590,NVE12986,K00079,CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197],Metabolism,Lipid metabolism,ko00590,"CBR1, carbonyl reductase 1",00590 Arachidonic acid metabolism
ko00980,NVE12986,K00079,CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197],Metabolism,Xenobiotics biodegradation and metabolism,ko00980,"CBR1, carbonyl reductase 1",00980 Metabolism of xenobiotics by cytochrome P450
ko05204,NVE12986,K00079,CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197],Human Diseases,Cancers,ko05204,"CBR1, carbonyl reductase 1",05204 Chemical carcinogenesis
ko00590,NVE3561,K00079,CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197],Metabolism,Lipid metabolism,ko00590,"CBR1, carbonyl reductase 1",00590 Arachidonic acid metabolism
ko00980,NVE3561,K00079,CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197],Metabolism,Xenobiotics biodegradation and metabolism,ko00980,"CBR1, carbonyl reductase 1",00980 Metabolism of xenobiotics by cytochrome P450
ko05204,NVE3561,K00079,CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197],Human Diseases,Cancers,ko05204,"CBR1, carbonyl reductase 1",05204 Chemical carcinogenesis
ko00230,NVE8233,K00088,IMPDH; IMP dehydrogenase [EC:1.1.1.205],Metabolism,Nucleotide metabolism,ko00230,"IMPDH, guaB, IMP dehydrogenase",00230 Purine metabolism
ko00983,NVE8233,K00088,IMPDH; IMP dehydrogenase [EC:1.1.1.205],Metabolism,Xenobiotics biodegradation and metabolism,ko00983,"IMPDH, guaB, IMP dehydrogenase",00983 Drug metabolism - other enzymes
ko00230,NVE93,K00088,IMPDH; IMP dehydrogenase [EC:1.1.1.205],Metabolism,Nucleotide metabolism,ko00230,"IMPDH, guaB, IMP dehydrogenase",00230 Purine metabolism
ko00983,NVE93,K00088,IMPDH; IMP dehydrogenase [EC:1.1.1.205],Metabolism,Xenobiotics biodegradation and metabolism,ko00983,"IMPDH, guaB, IMP dehydrogenase",00983 Drug metabolism - other enzymes
ko00620,NVE10646,K00102,LDHD; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4],Metabolism,Carbohydrate metabolism,ko00620,"LDHD, dld, D-lactate dehydrogenase (cytochrome)",00620 Pyruvate metabolism
ko00053,NVE14181,K00103,GULO; L-gulonolactone oxidase [EC:1.1.3.8],Metabolism,Carbohydrate metabolism,ko00053,"GULO, L-gulonolactone oxidase",00053 Ascorbate and aldarate metabolism
ko00230,NVE14249,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Nucleotide metabolism,ko00230,"XDH, xanthine dehydrogenase/oxidase",00230 Purine metabolism
ko00232,NVE14249,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Biosynthesis of other secondary metabolites,ko00232,"XDH, xanthine dehydrogenase/oxidase",00232 Caffeine metabolism
ko00983,NVE14249,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Xenobiotics biodegradation and metabolism,ko00983,"XDH, xanthine dehydrogenase/oxidase",00983 Drug metabolism - other enzymes
ko04146,NVE14249,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Cellular Processes,Transport and catabolism,ko04146,"XDH, xanthine dehydrogenase/oxidase",04146 Peroxisome
ko00230,NVE10944,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Nucleotide metabolism,ko00230,"XDH, xanthine dehydrogenase/oxidase",00230 Purine metabolism
ko00232,NVE10944,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Biosynthesis of other secondary metabolites,ko00232,"XDH, xanthine dehydrogenase/oxidase",00232 Caffeine metabolism
ko00983,NVE10944,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Xenobiotics biodegradation and metabolism,ko00983,"XDH, xanthine dehydrogenase/oxidase",00983 Drug metabolism - other enzymes
ko04146,NVE10944,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Cellular Processes,Transport and catabolism,ko04146,"XDH, xanthine dehydrogenase/oxidase",04146 Peroxisome
ko00230,NVE25248,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Nucleotide metabolism,ko00230,"XDH, xanthine dehydrogenase/oxidase",00230 Purine metabolism
ko00232,NVE25248,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Biosynthesis of other secondary metabolites,ko00232,"XDH, xanthine dehydrogenase/oxidase",00232 Caffeine metabolism
ko00983,NVE25248,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Xenobiotics biodegradation and metabolism,ko00983,"XDH, xanthine dehydrogenase/oxidase",00983 Drug metabolism - other enzymes
ko04146,NVE25248,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Cellular Processes,Transport and catabolism,ko04146,"XDH, xanthine dehydrogenase/oxidase",04146 Peroxisome
ko00230,NVE11981,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Nucleotide metabolism,ko00230,"XDH, xanthine dehydrogenase/oxidase",00230 Purine metabolism
ko00232,NVE11981,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Biosynthesis of other secondary metabolites,ko00232,"XDH, xanthine dehydrogenase/oxidase",00232 Caffeine metabolism
ko00983,NVE11981,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Xenobiotics biodegradation and metabolism,ko00983,"XDH, xanthine dehydrogenase/oxidase",00983 Drug metabolism - other enzymes
ko04146,NVE11981,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Cellular Processes,Transport and catabolism,ko04146,"XDH, xanthine dehydrogenase/oxidase",04146 Peroxisome
ko00230,NVE680,K00106,,Metabolism,Nucleotide metabolism,ko00230,"XDH, xanthine dehydrogenase/oxidase",00230 Purine metabolism
ko00232,NVE680,K00106,,Metabolism,Biosynthesis of other secondary metabolites,ko00232,"XDH, xanthine dehydrogenase/oxidase",00232 Caffeine metabolism
ko00983,NVE680,K00106,,Metabolism,Xenobiotics biodegradation and metabolism,ko00983,"XDH, xanthine dehydrogenase/oxidase",00983 Drug metabolism - other enzymes
ko04146,NVE680,K00106,,Cellular Processes,Transport and catabolism,ko04146,"XDH, xanthine dehydrogenase/oxidase",04146 Peroxisome
ko00230,NVE6340,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Nucleotide metabolism,ko00230,"XDH, xanthine dehydrogenase/oxidase",00230 Purine metabolism
ko00232,NVE6340,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Biosynthesis of other secondary metabolites,ko00232,"XDH, xanthine dehydrogenase/oxidase",00232 Caffeine metabolism
ko00983,NVE6340,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Xenobiotics biodegradation and metabolism,ko00983,"XDH, xanthine dehydrogenase/oxidase",00983 Drug metabolism - other enzymes
ko04146,NVE6340,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Cellular Processes,Transport and catabolism,ko04146,"XDH, xanthine dehydrogenase/oxidase",04146 Peroxisome
ko00230,NVE14346,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Nucleotide metabolism,ko00230,"XDH, xanthine dehydrogenase/oxidase",00230 Purine metabolism
ko00232,NVE14346,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Biosynthesis of other secondary metabolites,ko00232,"XDH, xanthine dehydrogenase/oxidase",00232 Caffeine metabolism
ko00983,NVE14346,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Xenobiotics biodegradation and metabolism,ko00983,"XDH, xanthine dehydrogenase/oxidase",00983 Drug metabolism - other enzymes
ko04146,NVE14346,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Cellular Processes,Transport and catabolism,ko04146,"XDH, xanthine dehydrogenase/oxidase",04146 Peroxisome
ko00230,NVE10693,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Nucleotide metabolism,ko00230,"XDH, xanthine dehydrogenase/oxidase",00230 Purine metabolism
ko00232,NVE10693,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Biosynthesis of other secondary metabolites,ko00232,"XDH, xanthine dehydrogenase/oxidase",00232 Caffeine metabolism
ko00983,NVE10693,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Xenobiotics biodegradation and metabolism,ko00983,"XDH, xanthine dehydrogenase/oxidase",00983 Drug metabolism - other enzymes
ko04146,NVE10693,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Cellular Processes,Transport and catabolism,ko04146,"XDH, xanthine dehydrogenase/oxidase",04146 Peroxisome
ko00230,NVE10942,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Nucleotide metabolism,ko00230,"XDH, xanthine dehydrogenase/oxidase",00230 Purine metabolism
ko00232,NVE10942,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Biosynthesis of other secondary metabolites,ko00232,"XDH, xanthine dehydrogenase/oxidase",00232 Caffeine metabolism
ko00983,NVE10942,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Metabolism,Xenobiotics biodegradation and metabolism,ko00983,"XDH, xanthine dehydrogenase/oxidase",00983 Drug metabolism - other enzymes
ko04146,NVE10942,K00106,XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],Cellular Processes,Transport and catabolism,ko04146,"XDH, xanthine dehydrogenase/oxidase",04146 Peroxisome
ko00260,NVE1420,K00108,betA; choline dehydrogenase [EC:1.1.99.1],Metabolism,Amino acid metabolism,ko00260,"betA, CHDH, choline dehydrogenase","00260 Glycine, serine and threonine metabolism"
ko00260,NVE1418,K00108,betA; choline dehydrogenase [EC:1.1.99.1],Metabolism,Amino acid metabolism,ko00260,"betA, CHDH, choline dehydrogenase","00260 Glycine, serine and threonine metabolism"
ko00564,NVE9854,K00111,glpA; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3],Metabolism,Lipid metabolism,ko00564,"glpA, glpD, glycerol-3-phosphate dehydrogenase",00564 Glycerophospholipid metabolism
ko01200,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,Overview,ko01200,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",01200 Carbon metabolism
ko01220,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,Overview,ko01220,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",01220 Degradation of aromatic compounds
ko00010,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,Carbohydrate metabolism,ko00010,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",00010 Glycolysis / Gluconeogenesis
ko00680,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,Energy metabolism,ko00680,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",00680 Methane metabolism
ko00071,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,Lipid metabolism,ko00071,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",00071 Fatty acid degradation
ko00350,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,Amino acid metabolism,ko00350,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",00350 Tyrosine metabolism
ko00830,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,Metabolism of cofactors and vitamins,ko00830,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",00830 Retinol metabolism
ko00625,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,Xenobiotics biodegradation and metabolism,ko00625,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",00625 Chloroalkane and chloroalkene degradation
ko00626,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,Xenobiotics biodegradation and metabolism,ko00626,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",00626 Naphthalene degradation
ko00980,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,Xenobiotics biodegradation and metabolism,ko00980,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",00980 Metabolism of xenobiotics by cytochrome P450
ko00982,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,Xenobiotics biodegradation and metabolism,ko00982,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",00982 Drug metabolism - cytochrome P450
ko05204,NVE4430,K00121,frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Human Diseases,Cancers,ko05204,"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase",05204 Chemical carcinogenesis
ko00010,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Carbohydrate metabolism,ko00010,"ALDH, aldehyde dehydrogenase (NAD+)",00010 Glycolysis / Gluconeogenesis
ko00053,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Carbohydrate metabolism,ko00053,"ALDH, aldehyde dehydrogenase (NAD+)",00053 Ascorbate and aldarate metabolism
ko00620,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Carbohydrate metabolism,ko00620,"ALDH, aldehyde dehydrogenase (NAD+)",00620 Pyruvate metabolism
ko00071,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Lipid metabolism,ko00071,"ALDH, aldehyde dehydrogenase (NAD+)",00071 Fatty acid degradation
ko00561,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Lipid metabolism,ko00561,"ALDH, aldehyde dehydrogenase (NAD+)",00561 Glycerolipid metabolism
ko00280,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Amino acid metabolism,ko00280,"ALDH, aldehyde dehydrogenase (NAD+)","00280 Valine, leucine and isoleucine degradation"
ko00310,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Amino acid metabolism,ko00310,"ALDH, aldehyde dehydrogenase (NAD+)",00310 Lysine degradation
ko00330,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Amino acid metabolism,ko00330,"ALDH, aldehyde dehydrogenase (NAD+)",00330 Arginine and proline metabolism
ko00340,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Amino acid metabolism,ko00340,"ALDH, aldehyde dehydrogenase (NAD+)",00340 Histidine metabolism
ko00380,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Amino acid metabolism,ko00380,"ALDH, aldehyde dehydrogenase (NAD+)",00380 Tryptophan metabolism
ko00410,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Metabolism of other amino acids,ko00410,"ALDH, aldehyde dehydrogenase (NAD+)",00410 beta-Alanine metabolism
ko00981,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Metabolism of terpenoids and polyketides,ko00981,"ALDH, aldehyde dehydrogenase (NAD+)",00981 Insect hormone biosynthesis
ko00903,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Metabolism of terpenoids and polyketides,ko00903,"ALDH, aldehyde dehydrogenase (NAD+)",00903 Limonene and pinene degradation
ko00625,NVE2228,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Xenobiotics biodegradation and metabolism,ko00625,"ALDH, aldehyde dehydrogenase (NAD+)",00625 Chloroalkane and chloroalkene degradation
ko00010,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Carbohydrate metabolism,ko00010,"ALDH, aldehyde dehydrogenase (NAD+)",00010 Glycolysis / Gluconeogenesis
ko00053,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Carbohydrate metabolism,ko00053,"ALDH, aldehyde dehydrogenase (NAD+)",00053 Ascorbate and aldarate metabolism
ko00620,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Carbohydrate metabolism,ko00620,"ALDH, aldehyde dehydrogenase (NAD+)",00620 Pyruvate metabolism
ko00071,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Lipid metabolism,ko00071,"ALDH, aldehyde dehydrogenase (NAD+)",00071 Fatty acid degradation
ko00561,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Lipid metabolism,ko00561,"ALDH, aldehyde dehydrogenase (NAD+)",00561 Glycerolipid metabolism
ko00280,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Amino acid metabolism,ko00280,"ALDH, aldehyde dehydrogenase (NAD+)","00280 Valine, leucine and isoleucine degradation"
ko00310,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Amino acid metabolism,ko00310,"ALDH, aldehyde dehydrogenase (NAD+)",00310 Lysine degradation
ko00330,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Amino acid metabolism,ko00330,"ALDH, aldehyde dehydrogenase (NAD+)",00330 Arginine and proline metabolism
ko00340,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Amino acid metabolism,ko00340,"ALDH, aldehyde dehydrogenase (NAD+)",00340 Histidine metabolism
ko00380,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Amino acid metabolism,ko00380,"ALDH, aldehyde dehydrogenase (NAD+)",00380 Tryptophan metabolism
ko00410,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Metabolism of other amino acids,ko00410,"ALDH, aldehyde dehydrogenase (NAD+)",00410 beta-Alanine metabolism
ko00981,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Metabolism of terpenoids and polyketides,ko00981,"ALDH, aldehyde dehydrogenase (NAD+)",00981 Insect hormone biosynthesis
ko00903,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Metabolism of terpenoids and polyketides,ko00903,"ALDH, aldehyde dehydrogenase (NAD+)",00903 Limonene and pinene degradation
ko00625,NVE3738,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Xenobiotics biodegradation and metabolism,ko00625,"ALDH, aldehyde dehydrogenase (NAD+)",00625 Chloroalkane and chloroalkene degradation
ko00010,NVE22615,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Carbohydrate metabolism,ko00010,"ALDH, aldehyde dehydrogenase (NAD+)",00010 Glycolysis / Gluconeogenesis
ko00053,NVE22615,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Carbohydrate metabolism,ko00053,"ALDH, aldehyde dehydrogenase (NAD+)",00053 Ascorbate and aldarate metabolism
ko00620,NVE22615,K00128,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,Carbohydrate metabolism,ko00620,"ALDH, aldehyde dehydrogenase (NAD+)",00620 Pyruvate metabolism
