"Pathway","cluster","KO","Description","Category","Family","KO.y","Name"
"05202 Transcriptional misregulation in cancers","NVE4610","K00069","HPGD; 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]","Human Diseases","Cancers","ko05202","HPGD, 15-hydroxyprostaglandin dehydrogenase (NAD)"
"05202 Transcriptional misregulation in cancers","NVE10632","K00069","HPGD; 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]","Human Diseases","Cancers","ko05202","HPGD, 15-hydroxyprostaglandin dehydrogenase (NAD)"
"00790 Folate biosynthesis","NVE8941","K00072","SPR; sepiapterin reductase [EC:1.1.1.153]","Metabolism","Metabolism of cofactors and vitamins","ko00790","SPR, sepiapterin reductase"
"00650 Butanoate metabolism","NVE23208","K00074","paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Metabolism","Carbohydrate metabolism","ko00650","paaH, hbd, fadB, mmgB, 3-hydroxybutyryl-CoA dehydrogenase"
"00360 Phenylalanine metabolism","NVE23208","K00074","paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Metabolism","Amino acid metabolism","ko00360","paaH, hbd, fadB, mmgB, 3-hydroxybutyryl-CoA dehydrogenase"
"00362 Benzoate degradation","NVE23208","K00074","paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Metabolism","Xenobiotics biodegradation and metabolism","ko00362","paaH, hbd, fadB, mmgB, 3-hydroxybutyryl-CoA dehydrogenase"
"00590 Arachidonic acid metabolism","NVE12986","K00079","CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]","Metabolism","Lipid metabolism","ko00590","CBR1, carbonyl reductase 1"
"00980 Metabolism of xenobiotics by cytochrome P450","NVE12986","K00079","CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]","Metabolism","Xenobiotics biodegradation and metabolism","ko00980","CBR1, carbonyl reductase 1"
"00590 Arachidonic acid metabolism","NVE3561","K00079","CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]","Metabolism","Lipid metabolism","ko00590","CBR1, carbonyl reductase 1"
"00980 Metabolism of xenobiotics by cytochrome P450","NVE3561","K00079","CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]","Metabolism","Xenobiotics biodegradation and metabolism","ko00980","CBR1, carbonyl reductase 1"
"00230 Purine metabolism","NVE8233","K00088","IMPDH; IMP dehydrogenase [EC:1.1.1.205]","Metabolism","Nucleotide metabolism","ko00230","IMPDH, guaB, IMP dehydrogenase"
"00983 Drug metabolism - other enzymes","NVE8233","K00088","IMPDH; IMP dehydrogenase [EC:1.1.1.205]","Metabolism","Xenobiotics biodegradation and metabolism","ko00983","IMPDH, guaB, IMP dehydrogenase"
"00230 Purine metabolism","NVE93","K00088","IMPDH; IMP dehydrogenase [EC:1.1.1.205]","Metabolism","Nucleotide metabolism","ko00230","IMPDH, guaB, IMP dehydrogenase"
"00983 Drug metabolism - other enzymes","NVE93","K00088","IMPDH; IMP dehydrogenase [EC:1.1.1.205]","Metabolism","Xenobiotics biodegradation and metabolism","ko00983","IMPDH, guaB, IMP dehydrogenase"
"00620 Pyruvate metabolism","NVE10646","K00102","LDHD; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]","Metabolism","Carbohydrate metabolism","ko00620","LDHD, dld, D-lactate dehydrogenase (cytochrome)"
"00053 Ascorbate and aldarate metabolism","NVE14181","K00103","GULO; L-gulonolactone oxidase [EC:1.1.3.8]","Metabolism","Carbohydrate metabolism","ko00053","GULO, L-gulonolactone oxidase"
"00230 Purine metabolism","NVE14249","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Nucleotide metabolism","ko00230","XDH, xanthine dehydrogenase/oxidase"
"00232 Caffeine metabolism","NVE14249","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Biosynthesis of other secondary metabolites","ko00232","XDH, xanthine dehydrogenase/oxidase"
"00983 Drug metabolism - other enzymes","NVE14249","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Xenobiotics biodegradation and metabolism","ko00983","XDH, xanthine dehydrogenase/oxidase"
"04146 Peroxisome","NVE14249","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Cellular Processes","Transport and catabolism","ko04146","XDH, xanthine dehydrogenase/oxidase"
"00230 Purine metabolism","NVE10944","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Nucleotide metabolism","ko00230","XDH, xanthine dehydrogenase/oxidase"
"00232 Caffeine metabolism","NVE10944","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Biosynthesis of other secondary metabolites","ko00232","XDH, xanthine dehydrogenase/oxidase"
"00983 Drug metabolism - other enzymes","NVE10944","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Xenobiotics biodegradation and metabolism","ko00983","XDH, xanthine dehydrogenase/oxidase"
"04146 Peroxisome","NVE10944","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Cellular Processes","Transport and catabolism","ko04146","XDH, xanthine dehydrogenase/oxidase"
"00230 Purine metabolism","NVE25248","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Nucleotide metabolism","ko00230","XDH, xanthine dehydrogenase/oxidase"
"00232 Caffeine metabolism","NVE25248","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Biosynthesis of other secondary metabolites","ko00232","XDH, xanthine dehydrogenase/oxidase"
"00983 Drug metabolism - other enzymes","NVE25248","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Xenobiotics biodegradation and metabolism","ko00983","XDH, xanthine dehydrogenase/oxidase"
"04146 Peroxisome","NVE25248","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Cellular Processes","Transport and catabolism","ko04146","XDH, xanthine dehydrogenase/oxidase"
"00230 Purine metabolism","NVE11981","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Nucleotide metabolism","ko00230","XDH, xanthine dehydrogenase/oxidase"
"00232 Caffeine metabolism","NVE11981","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Biosynthesis of other secondary metabolites","ko00232","XDH, xanthine dehydrogenase/oxidase"
"00983 Drug metabolism - other enzymes","NVE11981","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Xenobiotics biodegradation and metabolism","ko00983","XDH, xanthine dehydrogenase/oxidase"
"04146 Peroxisome","NVE11981","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Cellular Processes","Transport and catabolism","ko04146","XDH, xanthine dehydrogenase/oxidase"
"00230 Purine metabolism","NVE680","K00106","","Metabolism","Nucleotide metabolism","ko00230","XDH, xanthine dehydrogenase/oxidase"
"00232 Caffeine metabolism","NVE680","K00106","","Metabolism","Biosynthesis of other secondary metabolites","ko00232","XDH, xanthine dehydrogenase/oxidase"
"00983 Drug metabolism - other enzymes","NVE680","K00106","","Metabolism","Xenobiotics biodegradation and metabolism","ko00983","XDH, xanthine dehydrogenase/oxidase"
"04146 Peroxisome","NVE680","K00106","","Cellular Processes","Transport and catabolism","ko04146","XDH, xanthine dehydrogenase/oxidase"
"00230 Purine metabolism","NVE6340","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Nucleotide metabolism","ko00230","XDH, xanthine dehydrogenase/oxidase"
"00232 Caffeine metabolism","NVE6340","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Biosynthesis of other secondary metabolites","ko00232","XDH, xanthine dehydrogenase/oxidase"
"00983 Drug metabolism - other enzymes","NVE6340","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Xenobiotics biodegradation and metabolism","ko00983","XDH, xanthine dehydrogenase/oxidase"
"04146 Peroxisome","NVE6340","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Cellular Processes","Transport and catabolism","ko04146","XDH, xanthine dehydrogenase/oxidase"
"00230 Purine metabolism","NVE14346","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Nucleotide metabolism","ko00230","XDH, xanthine dehydrogenase/oxidase"
"00232 Caffeine metabolism","NVE14346","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Biosynthesis of other secondary metabolites","ko00232","XDH, xanthine dehydrogenase/oxidase"
"00983 Drug metabolism - other enzymes","NVE14346","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Xenobiotics biodegradation and metabolism","ko00983","XDH, xanthine dehydrogenase/oxidase"
"04146 Peroxisome","NVE14346","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Cellular Processes","Transport and catabolism","ko04146","XDH, xanthine dehydrogenase/oxidase"
"00230 Purine metabolism","NVE10693","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Nucleotide metabolism","ko00230","XDH, xanthine dehydrogenase/oxidase"
"00232 Caffeine metabolism","NVE10693","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Biosynthesis of other secondary metabolites","ko00232","XDH, xanthine dehydrogenase/oxidase"
"00983 Drug metabolism - other enzymes","NVE10693","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Xenobiotics biodegradation and metabolism","ko00983","XDH, xanthine dehydrogenase/oxidase"
"04146 Peroxisome","NVE10693","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Cellular Processes","Transport and catabolism","ko04146","XDH, xanthine dehydrogenase/oxidase"
"00230 Purine metabolism","NVE10942","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Nucleotide metabolism","ko00230","XDH, xanthine dehydrogenase/oxidase"
"00232 Caffeine metabolism","NVE10942","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Biosynthesis of other secondary metabolites","ko00232","XDH, xanthine dehydrogenase/oxidase"
"00983 Drug metabolism - other enzymes","NVE10942","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Metabolism","Xenobiotics biodegradation and metabolism","ko00983","XDH, xanthine dehydrogenase/oxidase"
"04146 Peroxisome","NVE10942","K00106","XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]","Cellular Processes","Transport and catabolism","ko04146","XDH, xanthine dehydrogenase/oxidase"
"00260 Glycine, serine and threonine metabolism","NVE1420","K00108","betA; choline dehydrogenase [EC:1.1.99.1]","Metabolism","Amino acid metabolism","ko00260","betA, CHDH, choline dehydrogenase"
"00260 Glycine, serine and threonine metabolism","NVE1418","K00108","betA; choline dehydrogenase [EC:1.1.99.1]","Metabolism","Amino acid metabolism","ko00260","betA, CHDH, choline dehydrogenase"
"00564 Glycerophospholipid metabolism","NVE9854","K00111","glpA; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]","Metabolism","Lipid metabolism","ko00564","glpA, glpD, glycerol-3-phosphate dehydrogenase"
"01200 Carbon metabolism","NVE4430","K00121","frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","Metabolism","Overview","ko01200","frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"01220 Degradation of aromatic compounds","NVE4430","K00121","frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","Metabolism","Overview","ko01220","frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"00010 Glycolysis / Gluconeogenesis","NVE4430","K00121","frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","Metabolism","Carbohydrate metabolism","ko00010","frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"00680 Methane metabolism","NVE4430","K00121","frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","Metabolism","Energy metabolism","ko00680","frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"00071 Fatty acid degradation","NVE4430","K00121","frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","Metabolism","Lipid metabolism","ko00071","frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"00350 Tyrosine metabolism","NVE4430","K00121","frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","Metabolism","Amino acid metabolism","ko00350","frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"00830 Retinol metabolism","NVE4430","K00121","frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","Metabolism","Metabolism of cofactors and vitamins","ko00830","frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"00625 Chloroalkane and chloroalkene degradation","NVE4430","K00121","frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","Metabolism","Xenobiotics biodegradation and metabolism","ko00625","frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"00626 Naphthalene degradation","NVE4430","K00121","frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","Metabolism","Xenobiotics biodegradation and metabolism","ko00626","frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"00980 Metabolism of xenobiotics by cytochrome P450","NVE4430","K00121","frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","Metabolism","Xenobiotics biodegradation and metabolism","ko00980","frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"00982 Drug metabolism - cytochrome P450","NVE4430","K00121","frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","Metabolism","Xenobiotics biodegradation and metabolism","ko00982","frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"00010 Glycolysis / Gluconeogenesis","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00010","ALDH, aldehyde dehydrogenase (NAD+)"
"00053 Ascorbate and aldarate metabolism","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00053","ALDH, aldehyde dehydrogenase (NAD+)"
"00620 Pyruvate metabolism","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00620","ALDH, aldehyde dehydrogenase (NAD+)"
"00071 Fatty acid degradation","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Lipid metabolism","ko00071","ALDH, aldehyde dehydrogenase (NAD+)"
"00561 Glycerolipid metabolism","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Lipid metabolism","ko00561","ALDH, aldehyde dehydrogenase (NAD+)"
"00280 Valine, leucine and isoleucine degradation","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Amino acid metabolism","ko00280","ALDH, aldehyde dehydrogenase (NAD+)"
"00310 Lysine degradation","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Amino acid metabolism","ko00310","ALDH, aldehyde dehydrogenase (NAD+)"
"00330 Arginine and proline metabolism","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Amino acid metabolism","ko00330","ALDH, aldehyde dehydrogenase (NAD+)"
"00340 Histidine metabolism","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Amino acid metabolism","ko00340","ALDH, aldehyde dehydrogenase (NAD+)"
"00380 Tryptophan metabolism","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Amino acid metabolism","ko00380","ALDH, aldehyde dehydrogenase (NAD+)"
"00410 beta-Alanine metabolism","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Metabolism of other amino acids","ko00410","ALDH, aldehyde dehydrogenase (NAD+)"
"00981 Insect hormone biosynthesis","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Metabolism of terpenoids and polyketides","ko00981","ALDH, aldehyde dehydrogenase (NAD+)"
"00903 Limonene and pinene degradation","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Metabolism of terpenoids and polyketides","ko00903","ALDH, aldehyde dehydrogenase (NAD+)"
"00625 Chloroalkane and chloroalkene degradation","NVE2228","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Xenobiotics biodegradation and metabolism","ko00625","ALDH, aldehyde dehydrogenase (NAD+)"
"00010 Glycolysis / Gluconeogenesis","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00010","ALDH, aldehyde dehydrogenase (NAD+)"
"00053 Ascorbate and aldarate metabolism","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00053","ALDH, aldehyde dehydrogenase (NAD+)"
"00620 Pyruvate metabolism","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00620","ALDH, aldehyde dehydrogenase (NAD+)"
"00071 Fatty acid degradation","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Lipid metabolism","ko00071","ALDH, aldehyde dehydrogenase (NAD+)"
"00561 Glycerolipid metabolism","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Lipid metabolism","ko00561","ALDH, aldehyde dehydrogenase (NAD+)"
"00280 Valine, leucine and isoleucine degradation","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Amino acid metabolism","ko00280","ALDH, aldehyde dehydrogenase (NAD+)"
"00310 Lysine degradation","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Amino acid metabolism","ko00310","ALDH, aldehyde dehydrogenase (NAD+)"
"00330 Arginine and proline metabolism","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Amino acid metabolism","ko00330","ALDH, aldehyde dehydrogenase (NAD+)"
"00340 Histidine metabolism","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Amino acid metabolism","ko00340","ALDH, aldehyde dehydrogenase (NAD+)"
"00380 Tryptophan metabolism","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Amino acid metabolism","ko00380","ALDH, aldehyde dehydrogenase (NAD+)"
"00410 beta-Alanine metabolism","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Metabolism of other amino acids","ko00410","ALDH, aldehyde dehydrogenase (NAD+)"
"00981 Insect hormone biosynthesis","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Metabolism of terpenoids and polyketides","ko00981","ALDH, aldehyde dehydrogenase (NAD+)"
"00903 Limonene and pinene degradation","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Metabolism of terpenoids and polyketides","ko00903","ALDH, aldehyde dehydrogenase (NAD+)"
"00625 Chloroalkane and chloroalkene degradation","NVE3738","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Xenobiotics biodegradation and metabolism","ko00625","ALDH, aldehyde dehydrogenase (NAD+)"
"00010 Glycolysis / Gluconeogenesis","NVE22615","K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00010","ALDH, aldehyde dehydrogenase (NAD+)"
